annotation_id,cvat_image_id,cvat_box_index,source_image,source_image_sha256,component_class_source,component_class,component_group,damage_state_source,damage_level,box_x1,box_y1,box_x2,box_y2,box_width,box_height,box_area,occluded,annotation_source,split
HCVAT_7E93F1AF658B9629,3,2,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1160.50,747.25,1238.28,933.83,77.78,186.58,14512.19,0,manual,
HCVAT_E3BBE7C4C0C0DBA0,3,3,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,355.92,595.65,495.90,663.68,139.98,68.03,9522.84,0,manual,
HCVAT_BD7948486C0F8F05,3,4,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,557.07,513.05,571.65,584.96,14.58,71.91,1048.45,0,manual,
HCVAT_BCD20DAC5AA05729,3,5,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,512.37,769.60,528.89,865.80,16.52,96.20,1589.22,0,manual,
HCVAT_5B27C7623E242CAE,3,6,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,715.60,764.74,753.37,929.10,37.77,164.36,6207.88,0,manual,
HCVAT_8663322134471179,3,7,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,532.78,749.90,576.10,871.63,43.32,121.73,5273.34,0,manual,
HCVAT_BB7010518C564BF4,3,8,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1087.56,868.72,1159.57,918.28,72.01,49.56,3568.82,0,manual,
HCVAT_CA229F8766B02325,3,9,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,windshield,windshield,structure,intact,no_visible_damage,801.96,539.29,1145.96,604.40,344.00,65.11,22397.84,0,manual,
HCVAT_A19965BDE9C57E87,3,10,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,windshield,windshield,structure,intact,no_visible_damage,348.14,677.28,494.88,714.21,146.74,36.93,5419.11,0,manual,
HCVAT_909C0E1F1A482C8A,3,11,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,336.10,759.00,363.40,826.80,27.30,67.80,1850.94,0,manual,
HCVAT_715515F2D1F2C6B4,3,12,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,engine_bay,engine_bay,structure,intact,no_visible_damage,205.29,673.39,333.57,755.02,128.28,81.63,10471.50,0,manual,
HCVAT_2927AB86C84A7DD5,3,13,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,engine_bay,engine_bay,structure,intact,no_visible_damage,529.87,660.76,738.40,755.20,208.53,94.44,19693.57,0,manual,
HCVAT_95C849C61D62F6A7,3,14,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,engine_bay,engine_bay,structure,intact,no_visible_damage,342.31,713.24,506.54,784.18,164.23,70.94,11650.48,0,manual,
HCVAT_671822895610B1DD,3,15,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,windshield,windshield,structure,intact,no_visible_damage,560.96,610.23,736.20,650.07,175.24,39.84,6981.56,0,manual,
HCVAT_89268D34139364F4,3,16,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,windshield,windshield,structure,intact,no_visible_damage,215.01,640.35,348.14,671.45,133.13,31.10,4140.34,0,manual,
HCVAT_5DC1CC7D615048AF,3,17,commons_105160340.jpg,d3a26d834b3dc668e3bf0ab50ad137bf58e60cf19bfcdaebbeaa63ae56634e35,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,755.31,755.99,834.80,942.57,79.49,186.58,14831.24,0,manual,
HCVAT_B088F68231F29B4D,4,1,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,526.95,117.54,790.30,295.38,263.35,177.84,46834.16,0,manual,
HCVAT_631820D46872A028,4,2,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,464.66,597.60,546.38,807.50,81.72,209.90,17153.03,0,manual,
HCVAT_CD525D5B376CD211,4,3,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,987.57,601.48,1101.26,713.24,113.69,111.76,12705.99,0,manual,
HCVAT_828B44AF282765CD,4,4,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,744.63,735.59,827.23,800.70,82.60,65.11,5378.09,0,manual,
HCVAT_8323EA1EDCBEB429,4,5,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,137.27,605.37,146.02,722.95,8.75,117.58,1028.83,0,manual,
HCVAT_A453191C40B57304,4,6,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,835.97,634.52,928.29,812.36,92.32,177.84,16418.19,0,manual,
HCVAT_006BCB27F12966CC,4,7,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,404.51,660.76,454.07,793.89,49.56,133.13,6597.92,0,manual,
HCVAT_2F54ABB8EE923DF9,4,8,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,163.51,606.34,218.90,736.56,55.39,130.22,7212.89,0,manual,
HCVAT_B937F59C4B6B0368,4,9,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,151.85,601.48,164.48,734.62,12.63,133.14,1681.56,0,manual,
HCVAT_0F92761A59DD746C,4,10,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1315.05,597.60,1430.70,713.20,115.65,115.60,13369.14,0,manual,
HCVAT_FCC85624DDFDF660,4,11,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1163.46,593.71,1282.98,713.24,119.52,119.53,14286.23,0,manual,
HCVAT_F21F15109C8A349A,4,12,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,windshield,windshield,structure,intact,no_visible_damage,490.02,324.53,884.56,425.59,394.54,101.06,39872.21,0,manual,
HCVAT_7298A8C86BDBDC2E,4,13,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,engine_bay,engine_bay,structure,intact,no_visible_damage,484.19,424.62,931.20,591.77,447.01,167.15,74717.72,0,manual,
HCVAT_2C93F1D8B169F3D6,4,14,commons_105160341.jpg,982c333ac144a24332d254934148e56f8df47a6eea96b371516b3db79c5cda54,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,222.79,321.62,397.70,440.17,174.91,118.55,20735.58,0,manual,
HCVAT_1B83193379440D5A,5,1,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,853.52,673.77,1031.04,745.10,177.52,71.33,12662.50,0,manual,
HCVAT_402DC5DED2135B01,5,2,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,door,door,structure,intact,no_visible_damage,890.39,381.87,1107.40,631.61,217.01,249.74,54196.08,0,manual,
HCVAT_DBD2299F432A889D,5,3,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,122.70,542.60,230.30,663.40,107.60,120.80,12998.08,0,manual,
HCVAT_323DF6C5F5A13C55,5,4,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,engine_bay,engine_bay,structure,intact,no_visible_damage,200.44,475.15,683.40,608.40,482.96,133.25,64354.42,0,manual,
HCVAT_08A047A925031BD4,5,5,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,464.66,192.37,478.36,427.54,13.70,235.17,3221.83,0,manual,
HCVAT_BC94AE25453C1345,5,6,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,1313.01,0.93,1324.77,484.87,11.76,483.94,5691.13,0,manual,
HCVAT_7114A045C7BB4943,5,7,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,1011.76,0.00,1028.38,251.65,16.62,251.65,4182.42,0,manual,
HCVAT_B53F5F1913D43B6B,5,8,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,1055.49,11.62,1072.11,358.54,16.62,346.92,5765.81,0,manual,
HCVAT_EA78CEDEB0FA4B17,5,9,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,door,door,structure,intact,no_visible_damage,711.59,377.98,893.31,642.30,181.72,264.32,48032.23,0,manual,
HCVAT_8B8543D805E08642,5,10,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,windshield,windshield,structure,intact,no_visible_damage,489.05,389.64,700.90,464.46,211.85,74.82,15850.62,0,manual,
HCVAT_4C8A2553AF86256B,5,11,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,380.21,574.27,617.32,795.84,237.11,221.57,52536.46,0,manual,
HCVAT_4B1EC47E049E65A5,5,12,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,206.27,669.51,392.85,781.26,186.58,111.75,20850.32,0,manual,
HCVAT_704611C8D91CB243,5,13,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1072.20,564.60,1258.69,759.88,186.49,195.28,36417.77,0,manual,
HCVAT_9FE58391BCA4AAE7,5,14,commons_107655405.jpg,7951a5ee8305b06857d298ee85029cd8e86cbe578450abc76490c0ec29551527,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,522.09,198.90,1062.40,352.71,540.31,153.81,83105.08,0,manual,
HCVAT_1320A5A039C55E10,6,1,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,592.62,651.23,611.47,673.36,18.85,22.13,417.15,0,manual,
HCVAT_7B2AD1BC50775AE6,6,2,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,746.72,602.05,769.67,648.77,22.95,46.72,1072.22,0,manual,
HCVAT_8585E8DDEA5C15F7,6,3,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,738.52,603.69,746.72,643.85,8.20,40.16,329.31,0,manual,
HCVAT_D83C84CAA7D7331B,6,4,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,windshield,windshield,structure,intact,no_visible_damage,1442.81,520.51,1499.72,561.29,56.91,40.78,2320.79,0,manual,
HCVAT_3981D96B8DFBAAB0,6,5,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,engine_bay,engine_bay,structure,intact,no_visible_damage,879.47,601.12,1148.81,688.37,269.34,87.25,23499.91,0,manual,
HCVAT_9563FD143B0A9824,6,6,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,386.88,621.72,406.56,650.41,19.68,28.69,564.62,0,manual,
HCVAT_BC1137F38A523BC8,6,7,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,729.64,599.23,738.57,642.62,8.93,43.39,387.47,0,manual,
HCVAT_E2C295EA9ECE3C77,6,8,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1191.67,597.93,1232.05,696.40,40.38,98.47,3976.22,0,manual,
HCVAT_22D4C4F221D8A1B3,6,9,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1086.88,725.82,1143.44,777.46,56.56,51.64,2920.76,0,manual,
HCVAT_A23DA49AF1476AF3,6,10,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,windshield,windshield,structure,intact,no_visible_damage,500.00,565.98,589.34,588.93,89.34,22.95,2050.35,0,manual,
HCVAT_DCCB6463ACC54A73,6,11,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1153.41,600.06,1186.71,690.03,33.30,89.97,2996.00,0,manual,
HCVAT_E4F58501B5D662A3,6,12,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,492.62,648.77,516.39,671.72,23.77,22.95,545.52,0,manual,
HCVAT_8934754CC66025B2,6,13,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,808.20,660.25,831.97,760.25,23.77,100.00,2377.00,0,manual,
HCVAT_05B5CEA0ED2B0DFE,6,14,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1002.46,736.47,1047.54,761.88,45.08,25.41,1145.48,0,manual,
HCVAT_D18DF7F7122681A1,6,15,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,882.32,392.48,1024.58,526.20,142.26,133.72,19023.01,0,manual,
HCVAT_65952CD9C4B7A348,6,16,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,505.81,507.23,564.61,559.39,58.80,52.16,3067.01,0,manual,
HCVAT_E147C4010D279306,6,17,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,windshield,windshield,structure,intact,no_visible_damage,1511.00,572.67,1567.05,591.64,56.05,18.97,1063.27,0,manual,
HCVAT_FA3E65E0E7046EBA,6,18,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1370.19,644.62,1426.16,695.70,55.97,51.08,2858.95,0,manual,
HCVAT_EDEA5E6267BD8F09,6,19,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,windshield,windshield,structure,intact,no_visible_damage,882.79,549.59,1090.98,596.31,208.19,46.72,9726.64,0,manual,
HCVAT_89FFF428D949A487,6,20,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,570.49,650.41,590.98,671.72,20.49,21.31,436.64,0,manual,
HCVAT_F9973FE6FC105F17,6,21,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,477.05,643.03,490.98,666.80,13.93,23.77,331.12,0,manual,
HCVAT_7DB115EBCE18F0F5,6,22,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,engine_bay,engine_bay,structure,intact,no_visible_damage,495.38,594.48,607.29,634.31,111.91,39.83,4457.38,0,manual,
HCVAT_BCE3BA5D9D2AA4EA,6,23,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,engine_bay,engine_bay,structure,intact,no_visible_damage,1513.94,596.38,1596.45,627.68,82.51,31.30,2582.56,0,manual,
HCVAT_01E328BC943093C6,6,24,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,721.98,598.72,730.40,641.34,8.42,42.62,358.86,0,manual,
HCVAT_3E60BC03AF8E53C0,6,25,commons_108061759.jpg,d19a439ad2081ea746d890d06f72268987325ad1b7719ee6e57533ed4e353611,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,873.77,662.70,931.97,784.84,58.20,122.14,7108.55,0,manual,
HCVAT_E3B2A14492191425,7,1,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,818.75,837.12,965.49,937.93,146.74,100.81,14792.86,0,manual,
HCVAT_B43F2DBDC476CF06,7,2,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,windshield,windshield,structure,intact,no_visible_damage,691.05,467.50,1200.70,553.72,509.65,86.22,43942.02,0,manual,
HCVAT_7BBC7C22D2D2749D,7,3,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,826.59,246.80,1218.64,413.70,392.05,166.90,65433.15,0,manual,
HCVAT_64EC4F05B37B5F5C,7,4,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,door,door,structure,intact,no_visible_damage,1349.70,458.51,1426.99,779.99,77.29,321.48,24847.19,0,manual,
HCVAT_033AA3CA5FD19966,7,5,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,engine_bay,engine_bay,structure,intact,no_visible_damage,521.91,580.60,1187.28,713.90,665.37,133.30,88693.82,0,manual,
HCVAT_48724C04A9A67F3B,7,6,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,916.20,73.18,955.41,251.28,39.21,178.10,6983.30,0,manual,
HCVAT_FF994658415A2BF0,7,7,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1328.00,694.86,1458.35,931.21,130.35,236.35,30808.22,0,manual,
HCVAT_FB69494A3620B192,7,8,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,door,door,structure,intact,no_visible_damage,1251.13,458.51,1337.38,781.11,86.25,322.60,27824.25,0,manual,
HCVAT_F727831A2AA8EBA5,7,9,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,521.91,168.39,575.68,598.53,53.77,430.14,23128.63,0,manual,
HCVAT_9D1AE0F8A42115A2,7,10,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1045.02,703.82,1201.84,943.53,156.82,239.71,37591.32,0,manual,
HCVAT_FDF69F29221D5FA6,7,11,commons_10891302.jpg,b2ad546030603ededf17d16f97e1ec334e60ee4de41c5a98bd74b76bd43db4c9,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,519.67,716.14,673.13,959.22,153.46,243.08,37303.06,0,manual,
HCVAT_E4CF91EC6833B7D7,8,1,commons_111156378.jpg,46fea4ba6a7d97be582f35d1454462746bde65a36ccc0e1642f6fff6a21bc7f2,door,door,structure,intact,no_visible_damage,119.50,556.84,153.50,660.87,34.00,104.03,3537.02,0,manual,
HCVAT_D4B1AD5D6B4063F6,8,2,commons_111156378.jpg,46fea4ba6a7d97be582f35d1454462746bde65a36ccc0e1642f6fff6a21bc7f2,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1210.58,896.90,1398.40,1053.15,187.82,156.25,29346.88,0,manual,
HCVAT_BCF7FC9B0B18ACAA,8,3,commons_111156378.jpg,46fea4ba6a7d97be582f35d1454462746bde65a36ccc0e1642f6fff6a21bc7f2,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,823.77,874.85,1016.60,1135.34,192.83,260.49,50230.29,0,manual,
HCVAT_401D4FD9E676F13E,8,4,commons_111156378.jpg,46fea4ba6a7d97be582f35d1454462746bde65a36ccc0e1642f6fff6a21bc7f2,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,378.66,798.98,517.60,1006.36,138.94,207.38,28813.38,0,manual,
HCVAT_29325B1654355201,8,5,commons_111156378.jpg,46fea4ba6a7d97be582f35d1454462746bde65a36ccc0e1642f6fff6a21bc7f2,door,door,structure,intact,no_visible_damage,209.21,634.60,286.35,845.77,77.14,211.17,16289.65,0,manual,
