annotation_id,cvat_image_id,cvat_box_index,source_image,source_image_sha256,component_class_source,component_class,component_group,damage_state_source,damage_level,box_x1,box_y1,box_x2,box_y2,box_width,box_height,box_area,occluded,annotation_source,split
SCVAT_D9E494836FC86A5D,1,5,02_weapon_station_severe.png,4f44b28380dfa52093a083575ee1548f6c7761e4d1b888a368acb1451932807f,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,135.18,755.52,364.22,903.00,229.04,147.48,33778.82,0,manual,
SCVAT_C966AFF684BF0CE7,1,6,02_weapon_station_severe.png,4f44b28380dfa52093a083575ee1548f6c7761e4d1b888a368acb1451932807f,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,565.83,32.08,1131.39,329.31,565.56,297.23,168101.40,0,manual,
SCVAT_F49BAA9EE0C7DB48,2,1,03_windshield_severe.png,68450ddbc0670440bc2e300b747f9f77a519c08efc9332f7fce06c4d6d9707bc,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,712.71,525.91,1017.07,931.19,304.36,405.28,123351.02,0,manual,
SCVAT_0379544C35EC49AF,2,2,03_windshield_severe.png,68450ddbc0670440bc2e300b747f9f77a519c08efc9332f7fce06c4d6d9707bc,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,52.66,550.02,355.76,882.97,303.10,332.95,100917.15,0,manual,
SCVAT_2FF72038D61FE459,2,3,03_windshield_severe.png,68450ddbc0670440bc2e300b747f9f77a519c08efc9332f7fce06c4d6d9707bc,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1266.10,510.98,1453.36,814.09,187.26,303.11,56760.38,0,manual,
SCVAT_EB3F072CBFC65825,2,4,03_windshield_severe.png,68450ddbc0670440bc2e300b747f9f77a519c08efc9332f7fce06c4d6d9707bc,windshield,windshield,structure,destroyed,severe_visible_damage,403.86,175.73,1066.44,361.73,662.58,186.00,123239.88,0,manual,
SCVAT_8B0C3011B4612DA0,2,5,03_windshield_severe.png,68450ddbc0670440bc2e300b747f9f77a519c08efc9332f7fce06c4d6d9707bc,engine_bay,engine_bay,structure,intact,no_visible_damage,46.80,354.84,1063.00,575.28,1016.20,220.44,224011.13,0,manual,
SCVAT_BFC470C48071BF52,2,6,03_windshield_severe.png,68450ddbc0670440bc2e300b747f9f77a519c08efc9332f7fce06c4d6d9707bc,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,341.70,129.81,421.70,368.62,80.00,238.81,19104.80,0,manual,
SCVAT_991A605A5F1D82E7,2,7,03_windshield_severe.png,68450ddbc0670440bc2e300b747f9f77a519c08efc9332f7fce06c4d6d9707bc,door,door,structure,intact,no_visible_damage,1089.04,204.72,1221.01,628.18,131.97,423.46,55884.02,0,manual,
SCVAT_5A746E88E40D0120,2,8,03_windshield_severe.png,68450ddbc0670440bc2e300b747f9f77a519c08efc9332f7fce06c4d6d9707bc,door,door,structure,intact,no_visible_damage,1219.09,222.02,1345.29,614.72,126.20,392.70,49558.74,0,manual,
SCVAT_4217533722032C66,3,1,04_door_possible.png,8c6913f6766d0acd7b77df43f32d157aadadd87700a9df04e28661175677cd58,door,door,structure,degraded,possible_damage,312.93,106.54,617.46,700.75,304.53,594.21,180954.77,0,manual,
SCVAT_021BA7202D9C4C10,3,2,04_door_possible.png,8c6913f6766d0acd7b77df43f32d157aadadd87700a9df04e28661175677cd58,door,door,structure,intact,no_visible_damage,151.11,130.77,332.53,659.35,181.42,528.58,95894.98,0,manual,
SCVAT_9F86BF5A1B97D1C1,3,3,04_door_possible.png,8c6913f6766d0acd7b77df43f32d157aadadd87700a9df04e28661175677cd58,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,769.66,575.33,1254.28,1086.00,484.62,510.67,247480.90,0,manual,
SCVAT_904F83325C26B0D8,3,4,04_door_possible.png,8c6913f6766d0acd7b77df43f32d157aadadd87700a9df04e28661175677cd58,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,0.98,467.06,222.66,839.67,221.68,372.61,82600.18,0,manual,
SCVAT_1A8157C63FA3B83C,3,5,04_door_possible.png,8c6913f6766d0acd7b77df43f32d157aadadd87700a9df04e28661175677cd58,windshield,windshield,structure,intact,no_visible_damage,670.77,71.87,1355.46,322.64,684.69,250.77,171699.71,0,manual,
SCVAT_63DF152E22B7F7EF,3,6,04_door_possible.png,8c6913f6766d0acd7b77df43f32d157aadadd87700a9df04e28661175677cd58,engine_bay,engine_bay,structure,intact,no_visible_damage,717.26,325.46,1448.00,688.94,730.74,363.48,265609.38,0,manual,
SCVAT_451AA22C5FA8662B,4,1,05_engine_bay_unobservable.png,6a6bc6fbce7134ae37acae394f6c5c0f9c3e32b7872bb07d42cce55674789e3b,engine_bay,engine_bay,structure,intact,no_visible_damage,368.53,0.00,1395.39,669.55,1026.86,669.55,687534.11,0,manual,
SCVAT_51AFDF8C05B76001,4,2,05_engine_bay_unobservable.png,6a6bc6fbce7134ae37acae394f6c5c0f9c3e32b7872bb07d42cce55674789e3b,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,383.61,580.49,686.26,1024.00,302.65,443.51,134228.30,0,manual,
SCVAT_930342BFE0C20CAE,4,3,05_engine_bay_unobservable.png,6a6bc6fbce7134ae37acae394f6c5c0f9c3e32b7872bb07d42cce55674789e3b,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1063.34,624.15,1349.12,919.85,285.78,295.70,84505.15,0,manual,
SCVAT_C766F82A105D1D8F,4,4,05_engine_bay_unobservable.png,6a6bc6fbce7134ae37acae394f6c5c0f9c3e32b7872bb07d42cce55674789e3b,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,85.45,489.05,221.36,739.80,135.91,250.75,34079.43,0,manual,
SCVAT_648263E390A52C39,4,5,05_engine_bay_unobservable.png,6a6bc6fbce7134ae37acae394f6c5c0f9c3e32b7872bb07d42cce55674789e3b,windshield,windshield,structure,intact,no_visible_damage,377.83,224.41,510.77,377.92,132.94,153.51,20407.62,0,manual,
SCVAT_E41E78199E1D5FEE,4,6,05_engine_bay_unobservable.png,6a6bc6fbce7134ae37acae394f6c5c0f9c3e32b7872bb07d42cce55674789e3b,door,door,structure,intact,no_visible_damage,243.19,236.41,357.25,636.06,114.06,399.65,45584.08,0,manual,
SCVAT_9B5FDBE927716B79,4,7,05_engine_bay_unobservable.png,6a6bc6fbce7134ae37acae394f6c5c0f9c3e32b7872bb07d42cce55674789e3b,door,door,structure,intact,no_visible_damage,156.57,256.91,251.76,603.47,95.19,346.56,32989.05,0,manual,
SCVAT_06E0596A6732129F,5,1,06_wheel_tire_severe.png,9637def7470a65bb03b13a0f986526018b536ee10de5deabd68271d2ec85223b,door,door,structure,intact,no_visible_damage,174.58,161.80,324.66,544.30,150.08,382.50,57405.60,0,manual,
SCVAT_D0293EDB0C94C477,5,2,06_wheel_tire_severe.png,9637def7470a65bb03b13a0f986526018b536ee10de5deabd68271d2ec85223b,door,door,structure,intact,no_visible_damage,325.52,141.13,501.33,569.17,175.81,428.04,75253.71,0,manual,
SCVAT_78A04553CDC9D0B1,5,3,06_wheel_tire_severe.png,9637def7470a65bb03b13a0f986526018b536ee10de5deabd68271d2ec85223b,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,60.51,418.23,244.05,695.24,183.54,277.01,50842.42,0,manual,
SCVAT_327EFD4A07B4A23D,5,4,06_wheel_tire_severe.png,9637def7470a65bb03b13a0f986526018b536ee10de5deabd68271d2ec85223b,wheel_tire,wheel_tire,mobility,destroyed,severe_visible_damage,619.68,502.28,979.88,909.65,360.20,407.37,146734.67,0,manual,
SCVAT_46B458567A1AD0D9,5,5,06_wheel_tire_severe.png,9637def7470a65bb03b13a0f986526018b536ee10de5deabd68271d2ec85223b,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1169.42,597.47,1479.02,806.73,309.60,209.26,64786.90,0,manual,
SCVAT_719FC6089CCB699C,5,6,06_wheel_tire_severe.png,9637def7470a65bb03b13a0f986526018b536ee10de5deabd68271d2ec85223b,windshield,windshield,structure,intact,no_visible_damage,533.06,128.35,1074.22,306.74,541.16,178.39,96537.53,0,manual,
SCVAT_D222F0071605B913,5,7,06_wheel_tire_severe.png,9637def7470a65bb03b13a0f986526018b536ee10de5deabd68271d2ec85223b,engine_bay,engine_bay,structure,intact,no_visible_damage,583.66,310.17,1488.45,582.89,904.79,272.72,246754.33,0,manual,
SCVAT_16E144CA40CB75D7,5,8,06_wheel_tire_severe.png,9637def7470a65bb03b13a0f986526018b536ee10de5deabd68271d2ec85223b,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,554.50,30.58,647.99,347.90,93.49,317.32,29666.25,0,manual,
SCVAT_17C0F8A2CE1E32D5,6,1,07_comms_intact.png,dec990ce64d2417bbbd6d8bc175d74375b0e50cd7a5baa1b546544785b97d9c7,door,door,structure,intact,no_visible_damage,334.85,333.39,603.94,1086.00,269.09,752.61,202519.82,0,manual,
SCVAT_6EFD6DD201268105,6,2,07_comms_intact.png,dec990ce64d2417bbbd6d8bc175d74375b0e50cd7a5baa1b546544785b97d9c7,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,62.10,791.22,230.13,1086.00,168.03,294.78,49531.88,0,manual,
SCVAT_839D117118299A5E,8,1,09_weapon_possible.png,5e064349e5735d2bc2282aa89c4300191f95a98704e98c465e6918c5526038fe,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,58.77,55.67,1387.30,636.11,1328.53,580.44,771131.95,0,manual,
SCVAT_A9E2814E553BC9C6,8,2,09_weapon_possible.png,5e064349e5735d2bc2282aa89c4300191f95a98704e98c465e6918c5526038fe,windshield,windshield,structure,intact,no_visible_damage,82.70,716.41,1290.09,1086.00,1207.39,369.59,446239.27,0,manual,
SCVAT_DAE54463A005DE1E,8,3,09_weapon_possible.png,5e064349e5735d2bc2282aa89c4300191f95a98704e98c465e6918c5526038fe,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,64.41,582.57,340.54,1086.00,276.13,503.43,139012.13,0,manual,
SCVAT_30EE9015522ABF7E,9,1,10_weapon_intact.png,326b2ca0def369beb7f8bfbaafb1c61c613436446b5dea24a1713630555e0468,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,395.48,330.39,506.78,675.56,111.30,345.17,38417.42,0,manual,
SCVAT_2E9E5F0430238C68,9,2,10_weapon_intact.png,326b2ca0def369beb7f8bfbaafb1c61c613436446b5dea24a1713630555e0468,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,426.48,927.74,811.09,1086.00,384.61,158.26,60868.38,0,manual,
SCVAT_B75314778E8D5D69,9,3,10_weapon_intact.png,326b2ca0def369beb7f8bfbaafb1c61c613436446b5dea24a1713630555e0468,windshield,windshield,structure,intact,no_visible_damage,484.24,406.47,1142.16,637.52,657.92,231.05,152012.42,0,manual,
SCVAT_EE2ED05AAB62CFF3,9,4,10_weapon_intact.png,326b2ca0def369beb7f8bfbaafb1c61c613436446b5dea24a1713630555e0468,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,0.00,740.36,110.90,1047.49,110.90,307.13,34060.72,0,manual,
SCVAT_976116CAE3048694,9,5,10_weapon_intact.png,326b2ca0def369beb7f8bfbaafb1c61c613436446b5dea24a1713630555e0468,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,356.03,88.07,1199.93,372.66,843.90,284.59,240165.50,0,manual,
SCVAT_38304949C5B4383A,9,6,10_weapon_intact.png,326b2ca0def369beb7f8bfbaafb1c61c613436446b5dea24a1713630555e0468,engine_bay,engine_bay,structure,intact,no_visible_damage,409.57,614.98,1448.00,1086.00,1038.43,471.02,489121.30,0,manual,
SCVAT_7135A16238012309,9,7,10_weapon_intact.png,326b2ca0def369beb7f8bfbaafb1c61c613436446b5dea24a1713630555e0468,door,door,structure,intact,no_visible_damage,137.66,426.19,322.22,996.77,184.56,570.58,105306.24,0,manual,
SCVAT_D256958E65BAFDB9,9,8,10_weapon_intact.png,326b2ca0def369beb7f8bfbaafb1c61c613436446b5dea24a1713630555e0468,door,door,structure,intact,no_visible_damage,27.78,436.06,163.02,910.83,135.24,474.77,64207.89,0,manual,
SCVAT_2FEAD9553C513210,10,1,11_windshield_possible.png,97d3d2bcf648fd93130ee03db3cea553d2bb304f4d55f68ad67fcedd77f986de,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,296.86,844.62,701.20,1086.00,404.34,241.38,97599.59,0,manual,
SCVAT_22C8E58A6C95256B,10,2,11_windshield_possible.png,97d3d2bcf648fd93130ee03db3cea553d2bb304f4d55f68ad67fcedd77f986de,windshield,windshield,structure,intact,no_visible_damage,351.81,158.52,1309.82,491.00,958.01,332.48,318519.16,0,manual,
SCVAT_7E4D5F40B899843A,10,3,11_windshield_possible.png,97d3d2bcf648fd93130ee03db3cea553d2bb304f4d55f68ad67fcedd77f986de,engine_bay,engine_bay,structure,intact,no_visible_damage,246.14,482.55,1448.00,1039.04,1201.86,556.49,668823.07,0,manual,
SCVAT_8202D4D2A890D701,10,4,11_windshield_possible.png,97d3d2bcf648fd93130ee03db3cea553d2bb304f4d55f68ad67fcedd77f986de,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,247.55,0.00,378.58,557.22,131.03,557.22,73012.54,0,manual,
SCVAT_BA126D913182E31A,10,5,11_windshield_possible.png,97d3d2bcf648fd93130ee03db3cea553d2bb304f4d55f68ad67fcedd77f986de,engine_bay,engine_bay,structure,intact,no_visible_damage,246.14,482.55,1448.00,1037.63,1201.86,555.08,667128.45,0,manual,
SCVAT_39D0FF294283CC71,10,6,11_windshield_possible.png,97d3d2bcf648fd93130ee03db3cea553d2bb304f4d55f68ad67fcedd77f986de,door,door,structure,intact,no_visible_damage,93.99,174.01,215.15,922.10,121.16,748.09,90638.58,0,manual,
SCVAT_6F04CD731A17573F,11,1,12_door_severe.png,1324e71db081f344728c884372cf4a1d940865e8e79ae62d4b410bc69ecfd230,door,door,structure,destroyed,severe_visible_damage,623.71,99.34,1171.75,846.03,548.04,746.69,409215.99,0,manual,
SCVAT_E3D9DCAA2E417CC8,11,2,12_door_severe.png,1324e71db081f344728c884372cf4a1d940865e8e79ae62d4b410bc69ecfd230,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,63.00,578.35,482.83,1020.72,419.83,442.37,185720.20,0,manual,
SCVAT_C1EC482E9FAED0EB,11,3,12_door_severe.png,1324e71db081f344728c884372cf4a1d940865e8e79ae62d4b410bc69ecfd230,engine_bay,engine_bay,structure,intact,no_visible_damage,12.28,369.84,575.81,631.88,563.53,262.04,147667.40,0,manual,
SCVAT_A8D2E6F981D6DDB3,11,4,12_door_severe.png,1324e71db081f344728c884372cf4a1d940865e8e79ae62d4b410bc69ecfd230,door,door,structure,intact,no_visible_damage,1245.01,89.48,1448.00,882.66,202.99,793.18,161007.61,0,manual,
SCVAT_9D55BB8A79042CDA,12,1,13_wheel_possible.png,5833ccb3dc7a2abccd87880f29c2c3e82dab857402acdc8466bf83e8929e7d54,door,door,structure,intact,no_visible_damage,0.00,0.00,261.64,514.95,261.64,514.95,134731.52,0,manual,
SCVAT_61440E9CCC15C523,12,2,13_wheel_possible.png,5833ccb3dc7a2abccd87880f29c2c3e82dab857402acdc8466bf83e8929e7d54,wheel_tire,wheel_tire,mobility,degraded,possible_damage,443.38,357.16,1078.77,985.50,635.39,628.34,399240.95,0,manual,
SCVAT_5823B2BD2BFBF5D3,12,3,13_wheel_possible.png,5833ccb3dc7a2abccd87880f29c2c3e82dab857402acdc8466bf83e8929e7d54,windshield,windshield,structure,intact,no_visible_damage,325.04,2.13,842.08,148.65,517.04,146.52,75756.70,0,manual,
SCVAT_69FE5381B20D4F7A,12,4,13_wheel_possible.png,5833ccb3dc7a2abccd87880f29c2c3e82dab857402acdc8466bf83e8929e7d54,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,348.99,0.00,460.29,116.25,111.30,116.25,12938.63,0,manual,
SCVAT_909C5F3BFDD38195,12,5,13_wheel_possible.png,5833ccb3dc7a2abccd87880f29c2c3e82dab857402acdc8466bf83e8929e7d54,engine_bay,engine_bay,structure,intact,no_visible_damage,396.89,123.29,1333.80,451.55,936.91,328.26,307550.08,0,manual,
SCVAT_634FC6730F793550,13,1,14_engine_severe.png,2b3c545ce0a766677c998bb6891ff59219cf92d04dcf195c1ad79b4981cad6b7,engine_bay,engine_bay,structure,destroyed,severe_visible_damage,226.42,233.18,1448.00,791.08,1221.58,557.90,681519.48,0,manual,
SCVAT_2036D99BCDA8057B,13,2,14_engine_severe.png,2b3c545ce0a766677c998bb6891ff59219cf92d04dcf195c1ad79b4981cad6b7,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,298.27,638.93,788.55,1086.00,490.28,447.07,219189.48,0,manual,
SCVAT_C97D7338B8A5BE62,13,3,14_engine_severe.png,2b3c545ce0a766677c998bb6891ff59219cf92d04dcf195c1ad79b4981cad6b7,door,door,structure,intact,no_visible_damage,0.00,4.95,191.20,629.07,191.20,624.12,119331.74,0,manual,
SCVAT_AF9141F0EFC71E68,13,4,14_engine_severe.png,2b3c545ce0a766677c998bb6891ff59219cf92d04dcf195c1ad79b4981cad6b7,windshield,windshield,structure,destroyed,severe_visible_damage,230.65,0.73,971.70,216.28,741.05,215.55,159733.33,0,manual,
SCVAT_2E165C33134F80EA,14,1,15_desert_comms_severe.png,776529cea95e61c94ac376432e5b0f68edd59193c2bc2ccdf9afa73fdf286bf4,windshield,windshield,structure,intact,no_visible_damage,526.99,468.61,736.29,674.12,209.30,205.51,43013.24,0,manual,
SCVAT_90839627EF4C4FF3,14,2,15_desert_comms_severe.png,776529cea95e61c94ac376432e5b0f68edd59193c2bc2ccdf9afa73fdf286bf4,engine_bay,engine_bay,structure,degraded,possible_damage,333.30,532.71,717.33,814.76,384.03,282.05,108315.66,0,manual,
SCVAT_73F667C949018AEF,14,3,15_desert_comms_severe.png,776529cea95e61c94ac376432e5b0f68edd59193c2bc2ccdf9afa73fdf286bf4,weapons_station,weapon_station,mission_equipment,destroyed,severe_visible_damage,621.45,304.57,981.54,529.46,360.09,224.89,80980.64,0,manual,
SCVAT_1E519B1D7326836B,14,4,15_desert_comms_severe.png,776529cea95e61c94ac376432e5b0f68edd59193c2bc2ccdf9afa73fdf286bf4,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,510.82,765.14,649.09,925.04,138.27,159.90,22109.37,0,manual,
SCVAT_8046FDBE971B49F8,14,5,15_desert_comms_severe.png,776529cea95e61c94ac376432e5b0f68edd59193c2bc2ccdf9afa73fdf286bf4,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,955.74,626.55,1075.03,761.54,119.29,134.99,16102.96,0,manual,
SCVAT_648F1167EEF6E837,14,6,15_desert_comms_severe.png,776529cea95e61c94ac376432e5b0f68edd59193c2bc2ccdf9afa73fdf286bf4,door,door,structure,degraded,possible_damage,737.19,594.44,875.82,791.68,138.63,197.24,27343.38,0,manual,
SCVAT_174CCC5DEC2344EA,14,7,15_desert_comms_severe.png,776529cea95e61c94ac376432e5b0f68edd59193c2bc2ccdf9afa73fdf286bf4,door,door,structure,degraded,possible_damage,868.00,564.29,1000.33,746.47,132.33,182.18,24107.88,0,manual,
SCVAT_03E08824A0DBCF72,15,1,16_forest_weapon_possible.png,be24425731dddfea42de7eabdf422a0436bc2308b013ea2653d5699ab00c74fc,door,door,structure,intact,no_visible_damage,836.70,541.46,929.74,709.46,93.04,168.00,15630.72,0,manual,
SCVAT_81CE945DBDFED442,15,2,16_forest_weapon_possible.png,be24425731dddfea42de7eabdf422a0436bc2308b013ea2653d5699ab00c74fc,door,door,structure,intact,no_visible_damage,938.99,464.70,1020.97,623.48,81.98,158.78,13016.78,0,manual,
SCVAT_B23D75EA198357AE,15,3,16_forest_weapon_possible.png,be24425731dddfea42de7eabdf422a0436bc2308b013ea2653d5699ab00c74fc,windshield,windshield,structure,intact,no_visible_damage,528.87,453.73,816.13,637.96,287.26,184.23,52921.91,0,manual,
SCVAT_8B9463D885A987FE,15,4,16_forest_weapon_possible.png,be24425731dddfea42de7eabdf422a0436bc2308b013ea2653d5699ab00c74fc,engine_bay,engine_bay,structure,intact,no_visible_damage,357.80,521.28,804.30,844.55,446.50,323.27,144340.05,0,manual,
SCVAT_C4241A4AA9B8A2AC,15,5,16_forest_weapon_possible.png,be24425731dddfea42de7eabdf422a0436bc2308b013ea2653d5699ab00c74fc,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,607.78,767.35,755.60,949.82,147.82,182.47,26972.72,0,manual,
SCVAT_9619AFA698FE8BFD,15,6,16_forest_weapon_possible.png,be24425731dddfea42de7eabdf422a0436bc2308b013ea2653d5699ab00c74fc,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,359.95,687.52,439.78,798.94,79.83,111.42,8894.66,0,manual,
SCVAT_1AA82191B0076BC4,15,7,16_forest_weapon_possible.png,be24425731dddfea42de7eabdf422a0436bc2308b013ea2653d5699ab00c74fc,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,983.25,498.91,1077.55,649.80,94.30,150.89,14228.93,0,manual,
SCVAT_0EC61B07D8B26FAD,15,8,16_forest_weapon_possible.png,be24425731dddfea42de7eabdf422a0436bc2308b013ea2653d5699ab00c74fc,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,588.92,277.84,937.19,482.24,348.27,204.40,71186.39,0,manual,
SCVAT_AD0DF385F995D11A,16,1,17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,574.78,296.21,807.31,458.28,232.53,162.07,37686.14,0,manual,
SCVAT_23837CE8F1FD35E5,16,2,17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,387.46,505.25,473.20,649.70,85.74,144.45,12385.14,0,manual,
SCVAT_8A1E86ABBEF6D84C,16,3,17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,644.66,726.63,772.67,893.98,128.01,167.35,21422.47,0,manual,
SCVAT_C77DA8382127EAB9,16,4,17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,959.34,725.46,1051.00,817.06,91.66,91.60,8396.06,0,manual,
SCVAT_22ED1F97B792787D,16,5,17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,windshield,windshield,structure,destroyed,severe_visible_damage,650.47,465.91,918.29,602.14,267.82,136.23,36485.12,0,manual,
SCVAT_78CA2AD219D17F2B,16,6,17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,engine_bay,engine_bay,structure,intact,no_visible_damage,629.33,553.99,1054.53,788.29,425.20,234.30,99624.36,0,manual,
SCVAT_DE6275E39E5C7465,16,7,17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,619.99,498.21,660.51,630.92,40.52,132.71,5377.41,0,manual,
SCVAT_9208C20A8A293990,16,8,17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,door,door,structure,degraded,possible_damage,517.28,479.24,600.53,715.83,83.25,236.59,19696.12,0,manual,
SCVAT_522A5517B073497B,16,9,17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,door,door,structure,intact,no_visible_damage,445.85,431.40,518.62,648.96,72.77,217.56,15831.84,0,manual,
SCVAT_8CCFB547CE92872D,17,1,18_urban_door_possible.png,88520506976900de46a50236220ef6e846168b2c790aa39a2d904a03488c21d3,door,door,structure,degraded,possible_damage,760.74,495.54,844.28,647.33,83.54,151.79,12680.54,0,manual,
SCVAT_33BEA461F6BA2951,17,2,18_urban_door_possible.png,88520506976900de46a50236220ef6e846168b2c790aa39a2d904a03488c21d3,door,door,structure,degraded,possible_damage,847.68,468.64,923.57,611.65,75.89,143.01,10853.03,0,manual,
SCVAT_FF0C82AF120F5153,17,3,18_urban_door_possible.png,88520506976900de46a50236220ef6e846168b2c790aa39a2d904a03488c21d3,windshield,windshield,structure,intact,no_visible_damage,604.71,451.65,747.43,557.28,142.72,105.63,15075.51,0,manual,
