annotation_id,cvat_image_id,cvat_box_index,source_image,source_image_sha256,component_class_source,component_class,component_group,damage_state_source,damage_level,box_x1,box_y1,box_x2,box_y2,box_width,box_height,box_area,occluded,annotation_source,split
SCVAT_583AAA50582C7DE1,4,2,exec-16aa96fa-5269-4ea5-9ecf-e6516adbe73f.png,1df851dae8aceb674a6d1de1bb1c0246b54cd8713dd49cffb45a5b1f293a7c07,door,door,structure,intact,no_visible_damage,1100.50,357.99,1250.03,660.54,149.53,302.55,45240.30,0,manual,
SCVAT_D3125C51D19262DF,4,3,exec-16aa96fa-5269-4ea5-9ecf-e6516adbe73f.png,1df851dae8aceb674a6d1de1bb1c0246b54cd8713dd49cffb45a5b1f293a7c07,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,466.76,601.37,776.44,937.31,309.68,335.94,104033.90,0,manual,
SCVAT_D2D759B141FE2906,4,4,exec-16aa96fa-5269-4ea5-9ecf-e6516adbe73f.png,1df851dae8aceb674a6d1de1bb1c0246b54cd8713dd49cffb45a5b1f293a7c07,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1187.29,549.55,1356.42,773.58,169.13,224.03,37890.19,0,manual,
SCVAT_523F491BE4F493B2,4,5,exec-16aa96fa-5269-4ea5-9ecf-e6516adbe73f.png,1df851dae8aceb674a6d1de1bb1c0246b54cd8713dd49cffb45a5b1f293a7c07,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,123.87,700.99,367.14,824.55,243.27,123.56,30058.44,0,manual,
SCVAT_DA1D1B6B7A2CAAA7,4,6,exec-16aa96fa-5269-4ea5-9ecf-e6516adbe73f.png,1df851dae8aceb674a6d1de1bb1c0246b54cd8713dd49cffb45a5b1f293a7c07,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,419.65,301.73,484.52,364.28,64.87,62.55,4057.62,0,manual,
SCVAT_5E98338B78CBBAEB,4,7,exec-16aa96fa-5269-4ea5-9ecf-e6516adbe73f.png,1df851dae8aceb674a6d1de1bb1c0246b54cd8713dd49cffb45a5b1f293a7c07,windshield,windshield,structure,intact,no_visible_damage,488.38,315.63,874.52,431.47,386.14,115.84,44730.46,0,manual,
SCVAT_9CCB7214EA4F0C1D,4,8,exec-16aa96fa-5269-4ea5-9ecf-e6516adbe73f.png,1df851dae8aceb674a6d1de1bb1c0246b54cd8713dd49cffb45a5b1f293a7c07,engine_bay,engine_bay,structure,destroyed,severe_visible_damage,105.34,361.19,859.85,665.47,754.51,304.28,229582.30,0,manual,
SCVAT_C767E085CA82EF6E,4,9,exec-16aa96fa-5269-4ea5-9ecf-e6516adbe73f.png,1df851dae8aceb674a6d1de1bb1c0246b54cd8713dd49cffb45a5b1f293a7c07,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,623.23,67.43,1065.09,297.04,441.86,229.61,101455.47,0,manual,
SCVAT_8686D0263524D31D,5,1,exec-2196d25a-90b2-4d9b-9a5c-f9e5770f49e8.png,591f361fa17b543daf0d2d23bece01685afa22feabb3696d5cca94e4bafe6d1c,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,627.74,104.30,1078.50,303.83,450.76,199.53,89940.14,0,manual,
SCVAT_B43D610C07AA254F,5,2,exec-2196d25a-90b2-4d9b-9a5c-f9e5770f49e8.png,591f361fa17b543daf0d2d23bece01685afa22feabb3696d5cca94e4bafe6d1c,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,457.03,617.02,766.07,950.75,309.04,333.73,103135.92,0,manual,
SCVAT_947FE0BD1291C938,5,3,exec-2196d25a-90b2-4d9b-9a5c-f9e5770f49e8.png,591f361fa17b543daf0d2d23bece01685afa22feabb3696d5cca94e4bafe6d1c,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1193.92,578.36,1381.85,813.21,187.93,234.85,44135.36,0,manual,
SCVAT_B010D0F6923ECD94,5,4,exec-2196d25a-90b2-4d9b-9a5c-f9e5770f49e8.png,591f361fa17b543daf0d2d23bece01685afa22feabb3696d5cca94e4bafe6d1c,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,101.26,648.86,357.22,853.55,255.96,204.69,52392.45,0,manual,
SCVAT_928136E915C1F88D,5,5,exec-2196d25a-90b2-4d9b-9a5c-f9e5770f49e8.png,591f361fa17b543daf0d2d23bece01685afa22feabb3696d5cca94e4bafe6d1c,windshield,windshield,structure,intact,no_visible_damage,473.73,313.87,871.44,447.90,397.71,134.03,53305.07,0,manual,
SCVAT_26C50638A9F39DC1,5,6,exec-2196d25a-90b2-4d9b-9a5c-f9e5770f49e8.png,591f361fa17b543daf0d2d23bece01685afa22feabb3696d5cca94e4bafe6d1c,engine_bay,engine_bay,structure,intact,no_visible_damage,89.50,464.88,856.25,685.58,766.75,220.70,169221.73,0,manual,
SCVAT_A867476B2D5B8207,5,7,exec-2196d25a-90b2-4d9b-9a5c-f9e5770f49e8.png,591f361fa17b543daf0d2d23bece01685afa22feabb3696d5cca94e4bafe6d1c,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,409.70,308.43,471.02,471.47,61.32,163.04,9997.61,0,manual,
SCVAT_80D635B681896E05,5,8,exec-2196d25a-90b2-4d9b-9a5c-f9e5770f49e8.png,591f361fa17b543daf0d2d23bece01685afa22feabb3696d5cca94e4bafe6d1c,door,door,structure,degraded,possible_damage,912.27,334.36,1102.72,707.30,190.45,372.94,71026.42,0,manual,
SCVAT_6ED5C0BC09859CAE,5,9,exec-2196d25a-90b2-4d9b-9a5c-f9e5770f49e8.png,591f361fa17b543daf0d2d23bece01685afa22feabb3696d5cca94e4bafe6d1c,door,door,structure,degraded,possible_damage,1096.74,348.32,1252.30,683.37,155.56,335.05,52120.38,0,manual,
SCVAT_6C9C4DDD77ADFE94,6,1,exec-40053e27-68a5-4d2b-9e08-f4019573d5b4.png,4c332aa1bad6802be5062a3b99782f84370e436d621a362372e47fdff5c8e4a0,door,door,structure,intact,no_visible_damage,962.51,360.74,1100.31,692.95,137.80,332.21,45778.54,0,manual,
SCVAT_551A1CB9B3B70E25,6,2,exec-40053e27-68a5-4d2b-9e08-f4019573d5b4.png,4c332aa1bad6802be5062a3b99782f84370e436d621a362372e47fdff5c8e4a0,door,door,structure,intact,no_visible_damage,1093.94,359.25,1216.10,655.33,122.16,296.08,36169.13,0,manual,
SCVAT_46B68E5717039230,6,3,exec-40053e27-68a5-4d2b-9e08-f4019573d5b4.png,4c332aa1bad6802be5062a3b99782f84370e436d621a362372e47fdff5c8e4a0,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,438.75,334.81,487.87,472.70,49.12,137.89,6773.16,0,manual,
SCVAT_0298369922FF0A9C,6,4,exec-40053e27-68a5-4d2b-9e08-f4019573d5b4.png,4c332aa1bad6802be5062a3b99782f84370e436d621a362372e47fdff5c8e4a0,engine_bay,engine_bay,structure,intact,no_visible_damage,163.35,462.36,921.37,703.24,758.02,240.88,182591.86,0,manual,
SCVAT_CBC3F93C415A7140,6,5,exec-40053e27-68a5-4d2b-9e08-f4019573d5b4.png,4c332aa1bad6802be5062a3b99782f84370e436d621a362372e47fdff5c8e4a0,windshield,windshield,structure,degraded,possible_damage,474.04,340.84,933.01,468.39,458.97,127.55,58541.62,0,manual,
SCVAT_BC01399DA0AA80F0,6,6,exec-40053e27-68a5-4d2b-9e08-f4019573d5b4.png,4c332aa1bad6802be5062a3b99782f84370e436d621a362372e47fdff5c8e4a0,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,534.06,124.04,1046.00,320.27,511.94,196.23,100457.99,0,manual,
SCVAT_9CAA5EAA90B20439,6,7,exec-40053e27-68a5-4d2b-9e08-f4019573d5b4.png,4c332aa1bad6802be5062a3b99782f84370e436d621a362372e47fdff5c8e4a0,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,582.78,627.97,839.09,933.66,256.31,305.69,78351.40,0,manual,
SCVAT_9F9743F8460615C9,6,8,exec-40053e27-68a5-4d2b-9e08-f4019573d5b4.png,4c332aa1bad6802be5062a3b99782f84370e436d621a362372e47fdff5c8e4a0,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,171.63,637.31,401.90,832.88,230.27,195.57,45033.90,0,manual,
SCVAT_9964025E2C6B73C8,6,9,exec-40053e27-68a5-4d2b-9e08-f4019573d5b4.png,4c332aa1bad6802be5062a3b99782f84370e436d621a362372e47fdff5c8e4a0,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1145.15,527.10,1275.54,726.35,130.39,199.25,25980.21,0,manual,
SCVAT_F31D5D62C30B069E,7,1,exec-449dfdae-8d70-42eb-a4a2-8538caf81c49.png,781a52627db4c523555a241ce42df1b1b3b6b20b9aa2bd2f33153d48a1bd4242,wheel_tire,wheel_tire,mobility,unknown,unobservable,193.74,637.18,404.30,794.09,210.56,156.91,33038.97,0,manual,
SCVAT_D6760BB3935B799D,7,2,exec-449dfdae-8d70-42eb-a4a2-8538caf81c49.png,781a52627db4c523555a241ce42df1b1b3b6b20b9aa2bd2f33153d48a1bd4242,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,411.80,607.18,693.31,889.85,281.51,282.67,79574.43,0,manual,
SCVAT_35D0A8B3E59EFF6F,7,3,exec-449dfdae-8d70-42eb-a4a2-8538caf81c49.png,781a52627db4c523555a241ce42df1b1b3b6b20b9aa2bd2f33153d48a1bd4242,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1129.80,556.17,1312.55,764.73,182.75,208.56,38114.34,0,manual,
SCVAT_85E7E29D34E3776A,7,4,exec-449dfdae-8d70-42eb-a4a2-8538caf81c49.png,781a52627db4c523555a241ce42df1b1b3b6b20b9aa2bd2f33153d48a1bd4242,windshield,windshield,structure,intact,no_visible_damage,469.77,360.41,793.39,462.97,323.62,102.56,33190.47,0,manual,
SCVAT_3387D1160FFAC615,7,5,exec-449dfdae-8d70-42eb-a4a2-8538caf81c49.png,781a52627db4c523555a241ce42df1b1b3b6b20b9aa2bd2f33153d48a1bd4242,engine_bay,engine_bay,structure,intact,no_visible_damage,170.02,469.78,776.74,660.00,606.72,190.22,115410.28,0,manual,
SCVAT_82E0D5EAA79E8A45,7,6,exec-449dfdae-8d70-42eb-a4a2-8538caf81c49.png,781a52627db4c523555a241ce42df1b1b3b6b20b9aa2bd2f33153d48a1bd4242,door,door,structure,intact,no_visible_damage,814.12,368.99,1007.02,682.70,192.90,313.71,60514.66,0,manual,
SCVAT_8292AC6C91BF35A3,7,7,exec-449dfdae-8d70-42eb-a4a2-8538caf81c49.png,781a52627db4c523555a241ce42df1b1b3b6b20b9aa2bd2f33153d48a1bd4242,door,door,structure,destroyed,severe_visible_damage,997.67,379.00,1175.89,653.33,178.22,274.33,48891.09,0,manual,
SCVAT_E0131879B5B44808,7,8,exec-449dfdae-8d70-42eb-a4a2-8538caf81c49.png,781a52627db4c523555a241ce42df1b1b3b6b20b9aa2bd2f33153d48a1bd4242,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,792.89,190.75,1116.47,345.20,323.58,154.45,49976.93,0,manual,
SCVAT_7A6B659C16CC6664,8,1,exec-4d666161-0a25-4376-bcb5-6d09dd53b6f8.png,f41870900704df585ebe4815c0939e83129455087da8eca68471a88f2cb3176e,weapons_station,weapon_station,mission_equipment,intact,no_visible_damage,675.50,210.83,1118.79,361.42,443.29,150.59,66755.04,0,manual,
SCVAT_AECD17F6E92945FC,8,2,exec-4d666161-0a25-4376-bcb5-6d09dd53b6f8.png,f41870900704df585ebe4815c0939e83129455087da8eca68471a88f2cb3176e,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,488.04,346.85,533.84,490.61,45.80,143.76,6584.21,0,manual,
SCVAT_BFDE6E535F823A69,8,3,exec-4d666161-0a25-4376-bcb5-6d09dd53b6f8.png,f41870900704df585ebe4815c0939e83129455087da8eca68471a88f2cb3176e,engine_bay,engine_bay,structure,intact,no_visible_damage,169.03,484.88,865.10,709.24,696.07,224.36,156170.27,0,manual,
SCVAT_9571BCB73D5E3CC5,8,4,exec-4d666161-0a25-4376-bcb5-6d09dd53b6f8.png,f41870900704df585ebe4815c0939e83129455087da8eca68471a88f2cb3176e,windshield,windshield,structure,intact,no_visible_damage,519.04,375.19,886.54,493.36,367.50,118.17,43427.48,0,manual,
SCVAT_392DC56E297619F1,8,5,exec-4d666161-0a25-4376-bcb5-6d09dd53b6f8.png,f41870900704df585ebe4815c0939e83129455087da8eca68471a88f2cb3176e,door,door,structure,intact,no_visible_damage,904.49,402.60,1077.00,719.22,172.51,316.62,54620.12,0,manual,
SCVAT_FC63EDAB27320118,8,6,exec-4d666161-0a25-4376-bcb5-6d09dd53b6f8.png,f41870900704df585ebe4815c0939e83129455087da8eca68471a88f2cb3176e,door,door,structure,intact,no_visible_damage,1077.50,397.13,1232.06,693.29,154.56,296.16,45774.49,0,manual,
SCVAT_7FB56749D480A60D,8,7,exec-4d666161-0a25-4376-bcb5-6d09dd53b6f8.png,f41870900704df585ebe4815c0939e83129455087da8eca68471a88f2cb3176e,wheel_tire,wheel_tire,mobility,destroyed,severe_visible_damage,505.15,638.18,845.56,869.79,340.41,231.61,78842.36,0,manual,
SCVAT_2E1E67FB282C6891,8,8,exec-4d666161-0a25-4376-bcb5-6d09dd53b6f8.png,f41870900704df585ebe4815c0939e83129455087da8eca68471a88f2cb3176e,wheel_tire,wheel_tire,mobility,destroyed,severe_visible_damage,156.07,648.19,333.62,799.04,177.55,150.85,26783.42,0,manual,
SCVAT_7FF1457D6EE61615,8,9,exec-4d666161-0a25-4376-bcb5-6d09dd53b6f8.png,f41870900704df585ebe4815c0939e83129455087da8eca68471a88f2cb3176e,wheel_tire,wheel_tire,mobility,degraded,possible_damage,1171.28,561.42,1350.16,758.99,178.88,197.57,35341.32,0,manual,
SCVAT_91D588FB84DE7AE5,9,1,exec-51224d86-d526-4c70-a9de-6c70c9067ff4.png,a767c67400d2e08daa1f192f1f103bcdc609fc344a930c62e9431742aaa8e36d,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,501.09,603.32,789.01,911.37,287.92,308.05,88693.76,0,manual,
SCVAT_202704ED63B30266,9,2,exec-51224d86-d526-4c70-a9de-6c70c9067ff4.png,a767c67400d2e08daa1f192f1f103bcdc609fc344a930c62e9431742aaa8e36d,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,1200.84,540.44,1394.73,780.42,193.89,239.98,46529.72,0,manual,
SCVAT_C328992A25B66696,9,3,exec-51224d86-d526-4c70-a9de-6c70c9067ff4.png,a767c67400d2e08daa1f192f1f103bcdc609fc344a930c62e9431742aaa8e36d,wheel_tire,wheel_tire,mobility,intact,no_visible_damage,93.93,611.91,345.32,825.31,251.39,213.40,53646.63,0,manual,
SCVAT_979377CE11C35FB9,9,4,exec-51224d86-d526-4c70-a9de-6c70c9067ff4.png,a767c67400d2e08daa1f192f1f103bcdc609fc344a930c62e9431742aaa8e36d,windshield,windshield,structure,intact,no_visible_damage,412.16,304.27,878.61,434.79,466.45,130.52,60881.05,0,manual,
SCVAT_3EDB0647D03E8E29,9,5,exec-51224d86-d526-4c70-a9de-6c70c9067ff4.png,a767c67400d2e08daa1f192f1f103bcdc609fc344a930c62e9431742aaa8e36d,engine_bay,engine_bay,structure,intact,no_visible_damage,81.63,438.65,879.38,669.56,797.75,230.91,184208.45,0,manual,
SCVAT_B635A54968FCC73C,9,6,exec-51224d86-d526-4c70-a9de-6c70c9067ff4.png,a767c67400d2e08daa1f192f1f103bcdc609fc344a930c62e9431742aaa8e36d,comms_equipment,comms_equipment,mission_equipment,intact,no_visible_damage,360.59,270.01,430.23,445.06,69.64,175.05,12190.48,0,manual,
SCVAT_3428A6CCC9978A28,9,7,exec-51224d86-d526-4c70-a9de-6c70c9067ff4.png,a767c67400d2e08daa1f192f1f103bcdc609fc344a930c62e9431742aaa8e36d,engine_bay,engine_bay,structure,intact,no_visible_damage,523.42,187.40,1172.81,288.23,649.39,100.83,65477.99,0,manual,
SCVAT_CAF50F10A1D40134,9,8,exec-51224d86-d526-4c70-a9de-6c70c9067ff4.png,a767c67400d2e08daa1f192f1f103bcdc609fc344a930c62e9431742aaa8e36d,door,door,structure,intact,no_visible_damage,918.18,333.52,1103.91,695.49,185.73,361.97,67228.69,0,manual,
SCVAT_81D166BFCDFFB772,9,9,exec-51224d86-d526-4c70-a9de-6c70c9067ff4.png,a767c67400d2e08daa1f192f1f103bcdc609fc344a930c62e9431742aaa8e36d,door,door,structure,intact,no_visible_damage,1100.46,333.52,1281.87,669.67,181.41,336.15,60980.97,0,manual,
SCVAT_89D63F339BC94CA5,10,1,exec-516d3535-eb1a-46d6-904b-388f8b60a3a9.png,6b39e9f210d4f1d18220245d184713582f766fb19bec202520108d11557bceae,door,door,structure,intact,no_visible_damage,979.65,348.27,1155.68,703.90,176.03,355.63,62601.55,0,manual,
SCVAT_0271718CCCD6014D,10,2,exec-516d3535-eb1a-46d6-904b-388f8b60a3a9.png,6b39e9f210d4f1d18220245d184713582f766fb19bec202520108d11557bceae,door,door,structure,intact,no_visible_damage,1161.04,363.46,1287.03,675.31,125.99,311.85,39289.98,0,manual,
