file_name,sha256,size_bytes,width,height,source_batch,domain,annotation_status
11_windshield_possible.png,97d3d2bcf648fd93130ee03db3cea553d2bb304f4d55f68ad67fcedd77f986de,2450259,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
12_door_severe.png,1324e71db081f344728c884372cf4a1d940865e8e79ae62d4b410bc69ecfd230,2844021,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
13_wheel_possible.png,5833ccb3dc7a2abccd87880f29c2c3e82dab857402acdc8466bf83e8929e7d54,3175598,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
14_engine_severe.png,2b3c545ce0a766677c998bb6891ff59219cf92d04dcf195c1ad79b4981cad6b7,3268508,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
15_desert_comms_severe.png,776529cea95e61c94ac376432e5b0f68edd59193c2bc2ccdf9afa73fdf286bf4,3466369,1449,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
16_forest_weapon_possible.png,be24425731dddfea42de7eabdf422a0436bc2308b013ea2653d5699ab00c74fc,3483925,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
17_snow_windshield_severe.png,9ccb41abad1a81358c0655271e5c955c358f1e1ad6eba3eaf9df5d5d2fdd6ef4,3420174,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
18_urban_door_possible.png,88520506976900de46a50236220ef6e846168b2c790aa39a2d904a03488c21d3,3216582,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
19_farm_wheel_severe.png,893f24c92e63bc30731f0b16c2d955ad3812e6647e1e174b3faa6c58e53a16ff,3344231,1449,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
20_river_engine_unobservable.png,bfe31b935d8c4d95b72b4d24e730250ef6eac7ded2e941552c3148a0f73c0c60,3849537,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
21_coastal_comms_possible.png,07bf86e341de56083f69c975700779eca1677de1b6c1fd711f3115b9e7b30162,3217158,1447,1087,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
22_grass_weapon_severe.png,628d27c6453460491f6a485d0fbd9a8e8426dd4110754466268feda1f621d33b,4095698,1536,1024,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
23_mountain_wheel_possible.png,67c4878885ae54a5450efd9661a45fb204e144bb3e1a38de7c4ee564816a10b6,3920163,1536,1024,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
24_urban_wreck_mixed.png,e0c7f19fd8053f28c300f1a61015261d5b3e6f4d53af8a0e99d3fda2f173ea37,3609508,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
25_comms_severe_muddy.png,4145c6f4cba08170959db20e07b3c34c9b76f967071044685812ea0c03586408,3428429,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
26_comms_possible_highway.png,ce63561a70351f746e51e70c2a51074febd07c6ad555776cd40d7be6da59827c,3538466,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
27_comms_severe_snow.png,9bbff446df2c80af6c814a2d993830a9c3695a2c0f5e47fca10a5d89145cafde,3444989,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
28_comms_intact_training.png,80279668f108cf1249ac308c096d7275407c4a9e584b0f5fefcddcfb751eee79,3453113,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
29_weapon_severe_rubble.png,d725a51ca456822bed99d097bd3b95bee5192840d279c9a81c82887c6ba7f0aa,3320593,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
30_weapon_severe_field.png,0557d455d36d49b181b0b2d39e60da21cf2629c44c4b76c494963ba1ad7948da,3501730,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
31_weapon_possible_sand.png,7d7c6704c8fd3521ce8142574e958a36c6ff52071d8e2c1dc5621d25c66c7685,3379576,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
32_windshield_severe_rain.png,b5e24e4b4aac1d72a242804aeb3cdecf7c47a6e5a799e6576d98de35b9199896,3138508,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
33_door_possible_grass.png,db75334129980208d8d53b3d436919c1a6da0c9d00448dd9df2704622a70cd85,3729897,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
34_wheel_severe_mud.png,ef2ce117a05b8aada43b56744e87f647ae411e2c4028490cdd31057e61c57d9a,3557724,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
35_wheel_possible_rock.png,1182f405ddae6f4164778a9979640ac130f800838237364cfb04b6344eada1b6,3373392,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
36_engine_unobservable_smoke.png,33deb8045c7f78d6d0351f55d5e829a367f48d615e716182fc163d310d93a1b3,3601426,1448,1086,synthetic_unlabeled_v1,synthetic,reviewed_dominant_component
