filename,dvids_photo_id,title,date_taken,location,original_resolution,photographer_or_credit,page_status,source_url,curation_note
dvids_8437403.jpg,8437403,HMMWV Offload,2024-05-26,"KUANTAN (TANJONG GELANG), MY",3325x2494,Photo by Petty Officer 2nd Class Evan Diaz,PUBLIC DOMAIN,https://www.dvidshub.net/image/8437403/hmmwv-offload,Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) in camouflage paint scheme is being loaded or unloaded from a large naval vessel via a ramp or vehicle deck opening. The vehicle bears a red placard reading 'ZERO MAINT' on its front bumper and has equipment loaded on its roof rack. The scene depicts a military vehicle embarkation or debarkation operation aboard what appears to be a naval amphibious or roll-on/roll-off ship.
dvids_8437402.jpg,8437402,HMMWV Offload,2024-05-26,"KUANTAN (TANJONG GELANG), MY",2654x1990,Photo by Petty Officer 2nd Class Evan Diaz,PUBLIC DOMAIN,https://www.dvidshub.net/image/8437402/hmmwv-offload,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military service member in olive green coveralls and a white hard hat is directing a HMMWV (Humvee) as it drives down a ramp off a large military vessel at a dock. The scene depicts a vehicle offload operation from what appears to be a naval ship, with the service member using hand signals to guide the driver. The setting is a sunny port or pier environment. Review subject prominence, occlusion, and view angle before labeling."
dvids_6711671.jpg,6711671,HMMWVs on icy and snowy roads,2021-06-01,"DETROIT, MICHIGAN, US",2048x1536,Photo by Jerome Aliotta,PUBLIC DOMAIN,https://www.dvidshub.net/image/6711671/hmmwvs-icy-and-snowy-roads,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-camouflage military HMMWV (Humvee) is photographed from a low front angle in heavy snow conditions. The vehicle is covered in snow accumulation on its front bumper, tires, and lower body, suggesting it has been operating through significant snowfall. Large snow banks are visible in the background under a clear blue sky. Review subject prominence, occlusion, and view angle before labeling."
dvids_6593009.jpg,6593009,Maritime Expeditionary Security Squadron One conducts High Mobility Multipurpose Wheeled Vehicle (HMMWV) training,2021-04-08,"SAN DIEGO, CALIFORNIA, US",3484x2405,Photo by Petty Officer 1st Class Christopher Olson,PUBLIC DOMAIN,https://www.dvidshub.net/image/6593009/maritime-expeditionary-security-squadron-one-conducts-high-mobility-multipurpose-wheeled-vehicle-hmmwv-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-camouflage HMMWV (Humvee) military vehicle is parked on a paved surface near a coastal area. A soldier wearing a green helmet is visible in the turret position, with a mounted weapon system on top of the vehicle. The background features a hillside, blue water, and overcast skies consistent with a Southern California coastal environment. Review subject prominence, occlusion, and view angle before labeling."
dvids_6593003.jpg,6593003,Maritime Expeditionary Security Squadron One conducts High Mobility Multipurpose Wheeled Vehicle (HMMWV) training,2021-04-08,"SAN DIEGO, CALIFORNIA, US",2673x2000,Photo by Petty Officer 1st Class Christopher Olson,PUBLIC DOMAIN,https://www.dvidshub.net/image/6593003/maritime-expeditionary-security-squadron-one-conducts-high-mobility-multipurpose-wheeled-vehicle-hmmwv-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-camouflage military HMMWV (Humvee) with a gunner position on top is traveling toward the camera on a paved road at what appears to be a military installation. A civilian pickup truck follows behind the Humvee. The background features arid terrain, sparse vegetation, hills with communication towers, and military facility structures. Review subject prominence, occlusion, and view angle before labeling."
dvids_6593008.jpg,6593008,Maritime Expeditionary Security Squadron One conducts High Mobility Multipurpose Wheeled Vehicle (HMMWV) training,2021-04-08,"SAN DIEGO, CALIFORNIA, US",3352x1836,Photo by Petty Officer 1st Class Christopher Olson,PUBLIC DOMAIN,https://www.dvidshub.net/image/6593008/maritime-expeditionary-security-squadron-one-conducts-high-mobility-multipurpose-wheeled-vehicle-hmmwv-training,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored HMMWV (Humvee) military vehicle is parked on a paved surface at what appears to be a naval installation. In the background, a Littoral Combat Ship (LCS) is visible docked at a pier, along with hilly terrain and military or institutional buildings. The setting strongly suggests a U.S. Navy base, likely Naval Base San Diego or a similar coastal facility. Review subject prominence, occlusion, and view angle before labeling."
dvids_2238559.jpg,2238559,Marines take on roads in Humvee course,2015-10-15,"MARINE CORPS AIR STATION CHERRY POINT, NORTH CAROLINA, US",5057x3371,Photo by Cpl. Neysa Huertas Quinones,PUBLIC DOMAIN,https://www.dvidshub.net/image/2238559/marines-take-roads-humvee-course,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-colored military HMMWV (Humvee) is parked on a paved surface surrounded by tall trees, likely at a military training base. A single soldier in camouflage uniform is visible in the background to the right of the vehicle. The photo is taken from a low ground-level angle, giving a dramatic perspective of the scene. Review subject prominence, occlusion, and view angle before labeling."
dvids_2238556.jpg,2238556,Marines take on roads in Humvee course,2015-10-15,"MARINE CORPS AIR STATION CHERRY POINT, NORTH CAROLINA, US",5555x3703,Photo by Cpl. Neysa Huertas Quinones,PUBLIC DOMAIN,https://www.dvidshub.net/image/2238556/marines-take-roads-humvee-course,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-camouflage painted military HMMWV (Humvee) is parked on a paved lot, likely at a military installation or motor pool. The vehicle is equipped with an armored turret system on the roof and appears to be a heavily uparmored variant. Additional military vehicles and equipment are visible in the background. Review subject prominence, occlusion, and view angle before labeling."
dvids_102468.jpg,102468,Off-road at Fort Hunter Liggett,2008-06-17,"FORT HUNTER LIGGETT, CALIFORNIA, US",1840x1224,Photo by Spc. Bryan Randolph,PUBLIC DOMAIN,https://www.dvidshub.net/image/102468/off-road-fort-hunter-liggett,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) is traveling at speed along a dry dirt road, kicking up a large dust cloud behind it. The vehicle's headlights are illuminated and it appears to be in an arid, scrubland environment with dry grass and sparse trees. The scene suggests a training exercise or tactical movement on an unpaved military route."
dvids_1489941.jpg,1489941,218th BSB conducts off-road training at MTC,2014-08-02,"EASTOVER, SOUTH CAROLINA, US",3600x2400,Photo by Sgt. Tashera Pravato,PUBLIC DOMAIN,https://www.dvidshub.net/image/1489941/218th-bsb-conducts-off-road-training-mtc,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military-style HMMWV (Humvee) is navigating a rugged off-road terrain course covered in red clay/dirt mounds. The vehicle is coated in mud and appears to be cresting a steep dirt hill, with its front wheels elevated. The background shows a tree line of pine trees under an overcast sky. Review subject prominence, occlusion, and view angle before labeling."
dvids_1489932.jpg,1489932,218th BSB conducts off-road training at MTC,2014-08-02,"EASTOVER, SOUTH CAROLINA, US",3600x2400,Photo by Sgt. Tashera Pravato,PUBLIC DOMAIN,https://www.dvidshub.net/image/1489932/218th-bsb-conducts-off-road-training-mtc,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) painted in olive drab green is navigating a muddy off-road training course. The vehicle is traversing rough, churned-up red clay terrain, with mud visibly caked on the tires and lower body. The setting appears to be a military training facility surrounded by a tree line in the background. Review subject prominence, occlusion, and view angle before labeling."
dvids_1489914.jpg,1489914,218th BSB conducts off-road training at MTC,2014-08-02,"EASTOVER, SOUTH CAROLINA, US",3600x2400,Photo by Sgt. Tashera Pravato,PUBLIC DOMAIN,https://www.dvidshub.net/image/1489914/218th-bsb-conducts-off-road-training-mtc,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) is navigating through a muddy off-road terrain in rainy conditions. The vehicle is equipped with a roof-mounted weapons system and communications antenna, suggesting an active training exercise or field operation. The vehicle's headlights are on and mud is visibly splashing from the tires."
dvids_1489922.jpg,1489922,218th BSB conducts off-road training at MTC,2014-08-02,"EASTOVER, SOUTH CAROLINA, US",3600x2400,Photo by Sgt. Tashera Pravato,PUBLIC DOMAIN,https://www.dvidshub.net/image/1489922/218th-bsb-conducts-off-road-training-mtc,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) in olive drab green is driving through a muddy water obstacle course on a red clay terrain during rainy conditions. The vehicle is splashing through standing muddy water, suggesting an off-road driver training exercise. In the background, rows of military vehicles including tracked equipment and tactical trucks are parked in a staging area. Review subject prominence, occlusion, and view angle before labeling."
dvids_1489927.jpg,1489927,218th BSB conducts off-road training at MTC,2014-08-02,"EASTOVER, SOUTH CAROLINA, US",3600x2400,Photo by Sgt. Tashera Pravato,PUBLIC DOMAIN,https://www.dvidshub.net/image/1489927/218th-bsb-conducts-off-road-training-mtc,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) painted in olive drab green is navigating a steep sandy dirt mound at a sharp upward angle, suggesting off-road training or a vehicle obstacle course. The vehicle is heavily coated in red-orange mud, indicating active use in wet terrain conditions. Green trees are visible in the background under an overcast sky. Review subject prominence, occlusion, and view angle before labeling."
dvids_1489937.jpg,1489937,218th BSB conducts off-road training at MTC,2014-08-02,"EASTOVER, SOUTH CAROLINA, US",3600x2400,Photo by Sgt. Tashera Pravato,PUBLIC DOMAIN,https://www.dvidshub.net/image/1489937/218th-bsb-conducts-off-road-training-mtc,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) is navigating a rugged off-road obstacle course through churned red clay terrain, likely during a training exercise. Three soldiers in ACU (Army Combat Uniform) pattern camouflage and helmets observe from the right side of the frame. The setting appears to be a military training facility surrounded by dense green trees. Review subject prominence, occlusion, and view angle before labeling."
dvids_1489930.jpg,1489930,218th BSB conducts off-road training at MTC,2014-08-02,"EASTOVER, SOUTH CAROLINA, US",3600x2400,Photo by Sgt. Tashera Pravato,PUBLIC DOMAIN,https://www.dvidshub.net/image/1489930/218th-bsb-conducts-off-road-training-mtc,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) painted in olive drab green is navigating a challenging off-road terrain course on sandy/clay soil. The vehicle is tilted at an angle with its rear left wheel lifted off the ground, demonstrating extreme terrain traversal. At least one occupant is visible inside the vehicle during what appears to be a training or demonstration exercise."
dvids_45091.jpg,45091,Making a splash: New Humvee driver training course sending troops to Iraq r,1999-11-30,"CAMP BUEHRING, KW",1236x1600,Photo by Sgt. Thomas Day,PUBLIC DOMAIN,https://www.dvidshub.net/image/45091/making-splash-new-humvee-driver-training-course-sending-troops-iraq-r,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-camouflage military HMMWV (High Mobility Multipurpose Wheeled Vehicle, commonly known as a Humvee) is captured mid-action cresting a dirt berm or mound, sending a large spray of sand and debris into the air. The vehicle appears to be undergoing off-road performance testing or training in an arid, desert-like environment. The clear blue sky and dry terrain suggest a hot, dry climate consistent with a desert region."
dvids_6519038.jpg,6519038,A 3-82nd Gunner on Humvee on dusty road at RTN 21-04 at JRTC.,2021-02-08,"FORT POLK, LOUISIANA, US",4160x2768,Photo by Capt. Joseph Warren,PUBLIC DOMAIN,https://www.dvidshub.net/image/6519038/3-82nd-gunner-humvee-dusty-road-rtn-21-04-jrtc,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A tan/desert-camouflage HMMWV (Humvee) military vehicle is traveling on a dirt/paved road through a pine forest environment. A soldier is positioned in the turret manning what appears to be a crew-served weapon. The vehicle displays orange identification markers on the hood and a bumper number 'PP173', consistent with a training exercise. Review subject prominence, occlusion, and view angle before labeling."
dvids_78222.jpg,78222,On the road again,2008-02-18,"KALSU, IQ",1840x1224,Photo by Sgt. Kevin Stabinsky,PUBLIC DOMAIN,https://www.dvidshub.net/image/78222/road-again,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. The image shows a heavily damaged military HMMWV (Humvee) bearing Iraqi Army markings, including the Iraqi flag and the number '03' on its door. The vehicle displays significant battle damage including a crushed front end, bullet holes, and torn armor plating. It is parked on a gravel/dirt surface alongside other military equipment and vehicles."
dvids_78224.jpg,78224,On the road again,2008-02-18,"KALSU, IQ",1840x1224,Photo by Sgt. Kevin Stabinsky,PUBLIC DOMAIN,https://www.dvidshub.net/image/78224/road-again,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A heavily damaged military HMMWV (Humvee) is shown from the front, bearing an Iraqi flag sticker on its turret housing. The vehicle displays significant combat damage including bullet holes in the lower front panel, a crumpled right front fender, and a missing headlight. The setting appears to be a military staging or checkpoint area in an arid environment."
dvids_3841119.jpg,3841119,130th Airlift Wing joins Hurricane Maria relief efforts in Puerto Rico,2017-10-04,"NEW YORK, US",4799x3352,Photo by Tech. Sgt. De-Juan Haley,PUBLIC DOMAIN,https://www.dvidshub.net/image/3841119/130th-airlift-wing-joins-hurricane-maria-relief-efforts-puerto-rico,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military loading operation is underway on an airfield tarmac, where a camouflage-painted HMMWV (Humvee) is being directed toward the open rear cargo ramp of a C-130 Hercules transport aircraft marked 'ANG' (Air National Guard) with tail number 56710 and callsign 'Charlie West'. Ground crew personnel are marshaling the vehicle and overseeing the loading process. A second C-130 marked 'U.S. Air Force' is visible in the background on the right. Review subject prominence, occlusion, and view angle before labeling."
dvids_81151.jpg,81151,GoI funds al Durai'ya power lines repair,2008-03-17,"AL DURAI'YA, IQ",990x742,Photo by Staff Sgt. Sean Riley,PUBLIC DOMAIN,https://www.dvidshub.net/image/81151/goi-funds-al-duraiya-power-lines-repair,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A desert-tan painted military HMMWV (Humvee) is positioned in an arid, flat desert landscape. In the background, a large high-voltage electrical transmission tower has collapsed or been severely damaged, leaning at a sharp angle. The scene suggests a conflict or post-conflict environment with infrastructure damage. Review subject prominence, occlusion, and view angle before labeling."
dvids_53266.jpg,53266,A Meeting with the Locals of the Taji Area,2007-07-25,"TAJI, IQ",2380x1586,Photo by Sgt. Rachel Copeland,PUBLIC DOMAIN,https://www.dvidshub.net/image/53266/meeting-with-locals-taji-area,"Outdoor HMMWV exterior candidate for drone-style vehicle-part detection. A military HMMWV (Humvee) is crossing a temporary or pontoon-style metal bridge, viewed from the rear. The vehicle is painted in desert tan camouflage and is equipped with a camouflage-netted turret, a mounted machine gun, and multiple antennas. The surrounding environment appears arid and flat, consistent with a Middle Eastern operational theater. Review subject prominence, occlusion, and view angle before labeling."
